city_1;city_2;distance;required_permit
Bad Blankenburg;Pößneck;27;X09
Bad Blankenburg;Rudolstadt;8;NONE
Bad Blankenburg;Saalfeld;9;X09
Bad Blankenburg;Stadtilm;24;X09
Bad Blankenburg;Unterwellenborn;14;X09
Bad Blankenburg;Weimar;46;X09
Bad Bramstedt;Bad Oldesloe;41;NONE
Bad Bramstedt;Bad Segeberg;32;NONE
Bad Bramstedt;Bargteheide;43;A38
Bad Bramstedt;Barmstedt;22;A38
Bad Bramstedt;Boostedt;15;A38
Bad Bramstedt;Bordesholm;36;NONE
Bad Bramstedt;Ellerau;21;A38
Bad Bramstedt;Elmshorn;27;A38
Bad Bramstedt;Glückstadt;40;A38
Bad Bramstedt;Halstenbek;34;NONE
Bad Bramstedt;Henstedt-Ulzburg;20;A38
Bad Bramstedt;Hohenlockstedt;21;A38
Bad Bramstedt;Hohenwestedt;27;A38
Bad Bramstedt;Horst;25;A38
Bad Bramstedt;Itzehoe;29;A38
Bad Bramstedt;Kaltenkirchen;13;NONE
Bad Bramstedt;Kellinghusen;13;A38
Bad Bramstedt;Neumünster;18;NONE
Bad Bramstedt;Norderstedt;30;NONE
Bad Bramstedt;Nortorf;34;A38
Bad Bramstedt;Pinneberg;35;A38
Bad Bramstedt;Quickborn;21;A38
Bad Bramstedt;Rellingen;33;NONE
Bad Bramstedt;Tangstedt;34;NONE
Bad Bramstedt;Tornesch;30;A38
Bad Bramstedt;Trappenkamp;31;A38
Bad Bramstedt;Uetersen;34;NONE
Bad Bramstedt;Wahlstedt;28;A38
Bad Camberg;Bad Homburg;35;K62
Bad Camberg;Bad Schwalbach;34;NONE
Bad Camberg;Bad Soden am Taunus;29;K62
Bad Camberg;Braunfels;34;K62
Bad Camberg;Butzbach;42;NONE
Bad Camberg;Diez;23;K62
Bad Camberg;Eppstein;22;K62
Bad Camberg;Eschborn;33;K62
Bad Camberg;Flörsheim;42;NONE
Bad Camberg;Friedrichsdorf;39;K62
Bad Camberg;Hadamar;28;K62
Bad Camberg;Hattersheim;42;K62
Bad Camberg;Hochheim am Version3.Main;40;NONE
Bad Camberg;Hofheim;30;K62
Bad Camberg;Idstein;11;NONE
Bad Camberg;Kelkheim (Taunus);27;NONE
Bad Camberg;Kelsterbach;47;NONE
Bad Camberg;Kriftel;32;K62
Bad Camberg;Kronberg;25;K62
Bad Camberg;Königstein im Taunus;22;K62
Bad Camberg;Limburg;19;K62
Bad Camberg;Montabaur;41;NONE
Bad Camberg;Neu-Anspach;22;NONE
Bad Camberg;Niedernhausen;19;K62
Bad Camberg;Oberursel;31;K62
Bad Camberg;Raunheim;42;K62
Bad Camberg;Rosbach vor der Höhe;39;NONE
Bad Camberg;Steinbach am Taunus;32;K62
Bad Camberg;Taunusstein;27;NONE
Bad Camberg;Usingen;24;NONE
Bad Camberg;Weilburg;29;K62
Bad Camberg;Wetzlar;45;K62
Bad Camberg;Wiesbaden;32;K62
Bad Dürkheim;Bobenheim-Roxheim;26;K62
Bad Dürkheim;Böhl-Iggelheim;18;K62
Bad Dürkheim;Bürstadt;41;K62
Bad Dürkheim;Eppelheim;41;K62
Bad Dürkheim;Frankenthal;21;K62
Bad Dürkheim;Germersheim;39;NONE
Bad Dürkheim;Grünstadt;15;NONE
Bad Dürkheim;Haßloch;18;NONE
Bad Dürkheim;Herxheim;42;NONE
Bad Dürkheim;Hockenheim;41;K62
Bad Dürkheim;Kaiserslautern;34;NONE
Bad Dürkheim;Lampertheim;36;K62
Bad Dürkheim;Landau;33;K62
Bad Dürkheim;Limburgerhof;22;NONE
Bad Dürkheim;Ludwigshafen;20;K62
Bad Dürkheim;Mannheim;23;NONE
Bad Dürkheim;Mutterstadt;18;NONE
Bad Dürkheim;Schifferstadt;21;NONE
Bad Dürkheim;Schwetzingen;37;NONE
Bad Dürkheim;Speyer;29;K62
Bad Dürkheim;Viernheim;35;NONE
Bad Dürkheim;Waghäusel;50;K62
Bad Dürkheim;Worms;34;NONE
Bad Dürrenberg;Braunsbedra;18;NONE
Bad Dürrenberg;Delitzsch;41;F24
Bad Dürrenberg;Halle;29;F24
Bad Dürrenberg;Halle-Neustadt;30;NONE
Bad Dürrenberg;Landsberg;43;NONE
Bad Dürrenberg;Leipzig;28;F24
Bad Dürrenberg;Leuna;7;F24
Bad Dürrenberg;Markkleeberg;29;F24
Bad Dürrenberg;Markranstädt;13;F24
Bad Dürrenberg;Merseburg;12;F24
Bad Dürrenberg;Meuselwitz;42;F24
Bad Dürrenberg;Naumburg;31;NONE
Bad Dürrenberg;Querfurt;49;F24
Bad Dürrenberg;Schkeuditz;21;F24
Bad Dürrenberg;Schkopau;16;F24
Bad Dürrenberg;Taucha;46;F24
Bad Dürrenberg;Teutschenthal;38;F24
Bad Dürrenberg;Weißenfels;15;F24
Bad Dürrenberg;Zeitz;34;F24
Bad Essen;Bad Iburg;33;NONE
Bad Essen;Bad Oeynhausen;44;NONE
Bad Essen;Belm;18;F23
Bad Essen;Bissendorf;17;NONE
Bad Essen;Bohmte;6;NONE
Bad Essen;Bramsche;29;F23
Bad Essen;Bünde;27;F23
Bad Essen;Damme;27;NONE
Bad Essen;Diepholz;37;NONE
Bad Essen;Georgsmarienhütte;31;F23
Bad Essen;Hasbergen;36;F23
Bad Essen;Herford;38;F23
Bad Essen;Hilter;32;NONE
Bad Essen;Löhne;38;F23
Bad Essen;Lübbecke;22;NONE
Bad Essen;Melle;17;F23
Bad Essen;Osnabrück;23;NONE
Bad Essen;Steinfeld;36;F23
Bad Essen;Wallenhorst;24;NONE
Bad Fallingbostel;Hambühren;43;F23
Bad Fallingbostel;Kirchlinteln;34;F23
Bad Fallingbostel;Schneverdingen;31;F23
Bad Fallingbostel;Soltau;17;F23
Bad Fallingbostel;Walsrode;8;F23
Bad Frankenhausen;Buttstädt;41;F24
Bad Frankenhausen;Greußen;31;F24
Bad Frankenhausen;Kölleda;27;F24
Bad Frankenhausen;Nordhausen;35;NONE
Bad Frankenhausen;Querfurt;46;NONE
Bad Frankenhausen;Sangerhausen;27;NONE
Bad Frankenhausen;Sondershausen;21;F24
Bad Frankenhausen;Sömmerda;31;F24
Bad Freienwalde;Biesenthal;32;NONE
Bad Freienwalde;Eberswalde;15;F24
Bad Freienwalde;Müncheberg;39;NONE
Bad Freienwalde;Rehfelde;38;NONE
Bad Freienwalde;Schwedt (Oder);47;F24
Bad Freienwalde;Strausberg;30;F24
Bad Freienwalde;Werneuchen;27;F24
Bad Freienwalde;Wriezen;10;NONE
Bad Harzburg;Bad Lauterberg;38;NONE
Bad Harzburg;Blankenburg;34;F24
Bad Harzburg;Clausthal-Zellerfeld;27;NONE
Bad Harzburg;Ellrich;44;F24
Bad Harzburg;Goslar;11;NONE
Bad Harzburg;Halberstadt;43;F24
Bad Harzburg;Herzberg am Harz;42;F24
Bad Harzburg;Langelsheim;21;F24
Bad Harzburg;Osterode;39;NONE
Bad Harzburg;Osterwieck;18;F24
Bad Harzburg;Salzgitter;43;F24
Bad Harzburg;Seesen;38;F24
Bad Harzburg;Wernigerode;23;F24
Bad Harzburg;Wolfenbüttel;38;F24
Bad Hersfeld;Bebra;14;NONE
Bad Hersfeld;Dermbach;43;X09
Bad Hersfeld;Gerstungen;32;X09
Bad Hersfeld;Hünfeld;28;NONE
Bad Hersfeld;Lauterbach;41;NONE
Bad Hersfeld;Melsungen;44;NONE
Bad Hersfeld;Petersberg;40;X09
Bad Hersfeld;Rotenburg an der Fulda;19;NONE
Bad Hersfeld;Vacha;27;X09
Bad Homburg;Bad Nauheim;27;K62
Bad Homburg;Bad Soden am Taunus;14;NONE
Bad Homburg;Bad Vilbel;13;K62
Bad Homburg;Bischofsheim;45;NONE
Bad Homburg;Bruchköbel;26;NONE
Bad Homburg;Butzbach;34;NONE
Bad Homburg;Dietzenbach;33;K62
Bad Homburg;Dreieich;33;NONE
Bad Homburg;Egelsbach;36;K62
Bad Homburg;Eppstein;21;K62
Bad Homburg;Erlensee;32;NONE
Bad Homburg;Eschborn;10;NONE
Bad Homburg;Flörsheim;33;K62
Bad Homburg;Frankfurt;16;K62
Bad Homburg;Friedrichsdorf;6;NONE
Bad Homburg;Ginsheim-Gustavsburg;47;K62
Bad Homburg;Groß-Gerau;44;NONE
Bad Homburg;Hanau;28;K62
Bad Homburg;Hattersheim;25;K62
Bad Homburg;Heusenstamm;28;K62
Bad Homburg;Hochheim am Version3.Main;38;K62
Bad Homburg;Hofheim;24;K62
Bad Homburg;Idstein;32;NONE
Bad Homburg;Karben;13;K62
Bad Homburg;Kelkheim (Taunus);18;K62
Bad Homburg;Kelsterbach;28;K62
Bad Homburg;Kriftel;23;K62
Bad Homburg;Kronberg;11;K62
Bad Homburg;Königstein im Taunus;13;K62
Bad Homburg;Langenselbold;35;K62
Bad Homburg;Langgöns;43;K62
Bad Homburg;Maintal;22;K62
Bad Homburg;Mörfelden-Walldorf;30;K62
Bad Homburg;Nauheim;42;K62
Bad Homburg;Neu Isenburg;27;K62
Bad Homburg;Neu-Anspach;14;NONE
Bad Homburg;Nidderau;27;NONE
Bad Homburg;Niedernhausen;28;NONE
Bad Homburg;Obertshausen;34;NONE
Bad Homburg;Oberursel;3;NONE
Bad Homburg;Raunheim;34;K62
Bad Homburg;Rodenbach;39;K62
Bad Homburg;Rodgau;42;NONE
Bad Homburg;Rosbach vor der Höhe;17;NONE
Bad Homburg;Rüsselsheim;38;K62
Bad Homburg;Seligenstadt;44;NONE
Bad Homburg;Steinbach am Taunus;8;K62
Bad Homburg;Taunusstein;45;K62
Bad Homburg;Usingen;16;NONE
Bad Homburg;Wiesbaden;43;NONE
Bad Honnef am Rhein;Bad Neuenahr-Ahrweiler;22;K62
Bad Honnef am Rhein;Bendorf;43;K62
Bad Honnef am Rhein;Bonn;16;NONE
Bad Honnef am Rhein;Bornheim;25;NONE
Bad Honnef am Rhein;Brühl;36;K62
Bad Honnef am Rhein;Euskirchen;38;K62
Bad Honnef am Rhein;Hennef;25;K62
Bad Honnef am Rhein;Königswinter;4;K62
Bad Honnef am Rhein;Lohmar;24;K62
Bad Honnef am Rhein;Mayen;43;K62
Bad Honnef am Rhein;Mülheim-Kärlich;40;NONE
Bad Honnef am Rhein;Neuwied;34;K62
Bad Honnef am Rhein;Niederkassel;26;K62
Bad Honnef am Rhein;Overath;44;NONE
Bad Honnef am Rhein;Remagen;10;K62
Bad Honnef am Rhein;Rheinbach;25;K62
Bad Honnef am Rhein;Rösrath;36;NONE
Bad Honnef am Rhein;Sankt Augustin;18;K62
Bad Honnef am Rhein;Siegburg;22;NONE
Bad Honnef am Rhein;Sinzig;15;NONE
Bad Honnef am Rhein;Troisdorf;24;NONE
Bad Honnef am Rhein;Wesseling;31;K62
Bad Iburg;Belm;21;NONE
Bad Iburg;Bissendorf;15;F23
Bad Iburg;Bohmte;36;F23
Bad Iburg;Bramsche;30;F23
Bad Iburg;Georgsmarienhütte;5;NONE
Bad Iburg;Greven;38;F23
Bad Iburg;Harsewinkel;29;F23
Bad Iburg;Hasbergen;13;NONE
Bad Iburg;Hilter;9;F23
Bad Iburg;Ibbenbüren;30;F23
Bad Iburg;Melle;23;F23
Bad Iburg;Osnabrück;15;F23
Bad Iburg;Wallenhorst;23;F23
Bad Iburg;Warendorf;26;NONE
Bad Kissingen;Bad Neustadt;24;NONE
Bad Kissingen;Schweinfurt;25;X09
Bad Kreuznach;Bad Schwalbach;47;K62
Bad Kreuznach;Bingen am Rhein;15;K62
Bad Kreuznach;Geisenheim;24;NONE
Bad Kreuznach;Ingelheim;25;K62
Bad Kreuznach;Mainz;44;K62
Bad Kreuznach;Nieder-Olm;31;NONE
Bad Kreuznach;Oestrich-Winkel;27;K62
Bad Krozingen;Breisach am Rhein;17;NONE
Bad Krozingen;Emmendingen;32;K62
Bad Krozingen;Freiburg im Breisgau;16;NONE
Bad Krozingen;Lörrach;42;NONE
Bad Krozingen;Müllheim;16;K62
Bad Krozingen;Schopfheim;43;K62
Bad Krozingen;Waldkirch;34;NONE
Bad Langensalza;Bleicherode;48;NONE
Bad Langensalza;Dingelstädt;38;F24
Bad Langensalza;Eisenach;31;F24
Bad Langensalza;Erfurt;35;F24
Bad Langensalza;Friedrichroda;37;F24
Bad Langensalza;Gotha;19;F24
Bad Langensalza;Greußen;37;F24
Bad Langensalza;Mühlhausen;21;F24
Bad Langensalza;Niederorschel;41;NONE
Bad Langensalza;Ohrdruf;34;F24
Bad Langensalza;Ruhla;41;NONE
Bad Langensalza;Sondershausen;38;F24
Bad Langensalza;Sömmerda;36;NONE
Bad Langensalza;Treffurt;39;NONE
Bad Langensalza;Waltershausen;31;F24
Bad Lauterberg;Bleicherode;34;NONE
Bad Lauterberg;Clausthal-Zellerfeld;32;F24
Bad Lauterberg;Duderstadt;26;F24
Bad Lauterberg;Ellrich;19;F24
Bad Lauterberg;Goslar;49;NONE
Bad Lauterberg;Herzberg am Harz;11;F24
Bad Lauterberg;Leinefelde;39;F24
Bad Lauterberg;Niederorschel;40;NONE
Bad Lauterberg;Nordhausen;32;NONE
Bad Lauterberg;Northeim;39;F24
Bad Lauterberg;Osterode;22;F24
Bad Lauterberg;Wernigerode;41;F24
Bad Liebenstein;Bad Salzungen;11;NONE
Bad Liebenstein;Dermbach;25;X09
Bad Liebenstein;Eisenach;27;X09
Bad Liebenstein;Friedrichroda;28;X09
Bad Liebenstein;Gerstungen;36;NONE
Bad Liebenstein;Gotha;41;X09
Bad Liebenstein;Kaltennordheim;38;X09
Bad Liebenstein;Kurort Steinbach-Hallenberg;24;X09
Bad Liebenstein;Meiningen;36;NONE
Bad Liebenstein;Ohrdruf;41;NONE
Bad Liebenstein;Ruhla;12;X09
Bad Liebenstein;Schmalkalden;18;X09
Bad Liebenstein;Suhl;43;NONE
Bad Liebenstein;Vacha;28;X09
Bad Liebenstein;Waltershausen;26;X09
Bad Liebenstein;Wasungen;20;NONE
Bad Liebenstein;Zella-Mehlis;37;X09
Bad Liebenwerda;Doberlug-Kirchhain;20;F24
Bad Liebenwerda;Elsterwerda;13;F24
Bad Liebenwerda;Falkenberg;16;NONE
Bad Liebenwerda;Finsterwalde;30;F24
Bad Liebenwerda;Großenhain;32;NONE
Bad Liebenwerda;Gröditz;13;NONE
Bad Liebenwerda;Herzberg;26;F24
Bad Liebenwerda;Lauchhammer;34;F24
Bad Liebenwerda;Oschatz;38;F24
Bad Liebenwerda;Riesa;28;F24
Bad Liebenwerda;Schipkau;46;NONE
Bad Liebenwerda;Schwarzheide;38;NONE
Bad Liebenwerda;Torgau;32;NONE
Bad Mergentheim;Buchen in Odenwald;42;X09
Bad Mergentheim;Künzelsau;31;X09
Bad Mergentheim;Wertheim;46;X09
Bad Mergentheim;Würzburg;48;X09
Bad Münder am Deister;Bad Nenndorf;20;NONE
Bad Münder am Deister;Bad Pyrmont;37;NONE
Bad Münder am Deister;Barsinghausen;18;F23
Bad Münder am Deister;Bückeburg;40;F23
Bad Münder am Deister;Garbsen;38;F23
Bad Münder am Deister;Gehrden;24;F23
Bad Münder am Deister;Hameln;15;F23
Bad Münder am Deister;Hannover;33;F23
Bad Münder am Deister;Harsum;39;F23
Bad Münder am Deister;Hemmingen;30;F23
Bad Münder am Deister;Hessisch Oldendorf;23;NONE
Bad Münder am Deister;Hildesheim;38;NONE
Bad Münder am Deister;Laatzen;34;NONE
Bad Münder am Deister;Langenhagen;50;NONE
Bad Münder am Deister;Neustadt am Rübenberge;44;F23
Bad Münder am Deister;Nordstemmen;25;F23
Bad Münder am Deister;Pattensen;25;F23
Bad Münder am Deister;Rehburg-Loccum;39;F23
Bad Münder am Deister;Rinteln;37;F23
Bad Münder am Deister;Ronnenberg;25;F23
Bad Münder am Deister;Sarstedt;33;NONE
Bad Münder am Deister;Seelze;31;NONE
Bad Münder am Deister;Springe;8;F23
Bad Münder am Deister;Stadthagen;27;F23
Bad Münder am Deister;Wennigsen;21;F23
Bad Münder am Deister;Wunstorf;34;NONE
Bad Nauheim;Bad Soden am Taunus;40;NONE
Bad Nauheim;Bad Vilbel;25;NONE
Bad Nauheim;Bieber;39;NONE
Bad Nauheim;Braunfels;39;NONE
Bad Nauheim;Bruchköbel;26;NONE
Bad Nauheim;Butzbach;11;K62
Bad Nauheim;Büdingen;33;NONE
Bad Nauheim;Erlensee;34;NONE
Bad Nauheim;Eschborn;34;K62
Bad Nauheim;Frankfurt;33;K62
Bad Nauheim;Friedrichsdorf;17;K62
Bad Nauheim;Gelnhausen;45;NONE
Bad Nauheim;Gießen;30;K62
Bad Nauheim;Grünberg;41;NONE
Bad Nauheim;Hanau;32;K62
Bad Nauheim;Hungen;20;K62
Bad Nauheim;Karben;19;K62
Bad Nauheim;Kelkheim (Taunus);43;NONE
Bad Nauheim;Kronberg;37;NONE
Bad Nauheim;Königstein im Taunus;38;NONE
Bad Nauheim;Langenselbold;37;K62
Bad Nauheim;Langgöns;21;K62
Bad Nauheim;Lich;25;K62
Bad Nauheim;Lollar;39;K62
Bad Nauheim;Maintal;33;NONE
Bad Nauheim;Neu-Anspach;25;K62
Bad Nauheim;Nidda;27;K62
Bad Nauheim;Nidderau;23;K62
Bad Nauheim;Obertshausen;49;K62
Bad Nauheim;Oberursel;29;K62
Bad Nauheim;Reiskirchen;31;K62
Bad Nauheim;Rodenbach;43;NONE
Bad Nauheim;Rosbach vor der Höhe;10;NONE
Bad Nauheim;Schotten;37;K62
Bad Nauheim;Steinbach am Taunus;36;NONE
Bad Nauheim;Usingen;20;NONE
Bad Nauheim;Wetzlar;37;NONE
Bad Nenndorf;Barsinghausen;9;F23
Bad Nenndorf;Bückeburg;27;F23
Bad Nenndorf;Garbsen;20;F23
Bad Nenndorf;Gehrden;18;F23
Bad Nenndorf;Hameln;36;F23
Bad Nenndorf;Hannover;25;F23
Bad Nenndorf;Hemmingen;27;NONE
Bad Nenndorf;Hessisch Oldendorf;26;F23
Bad Nenndorf;Isernhagen-Süd;39;F23
Bad Nenndorf;Laatzen;32;F23
Bad Nenndorf;Langenhagen;32;NONE
Bad Nenndorf;Minden;39;NONE
Bad Nenndorf;Neustadt am Rübenberge;23;F23
Bad Nenndorf;Nordstemmen;44;NONE
Bad Nenndorf;Pattensen;32;F23
Bad Nenndorf;Petershagen;33;NONE
Bad Nenndorf;Porta Westfalica;42;NONE
Bad Nenndorf;Rehburg-Loccum;23;NONE
Bad Nenndorf;Rinteln;31;F23
Bad Nenndorf;Ronnenberg;20;F23
Bad Nenndorf;Sarstedt;43;F23
Bad Nenndorf;Seelze;21;F23
Bad Nenndorf;Springe;27;F23
Bad Nenndorf;Stadthagen;13;F23
Bad Nenndorf;Wennigsen;17;NONE
Bad Nenndorf;Wunstorf;11;F23
Bad Neuenahr-Ahrweiler;Bendorf;44;K62
Bad Neuenahr-Ahrweiler;Bonn;30;K62
Bad Neuenahr-Ahrweiler;Bornheim;34;K62
Bad Neuenahr-Ahrweiler;Euskirchen;32;K62
Bad Neuenahr-Ahrweiler;Hennef;52;K62
Bad Neuenahr-Ahrweiler;Königswinter;22;NONE
Bad Neuenahr-Ahrweiler;Lohmar;46;K62
Bad Neuenahr-Ahrweiler;Mayen;36;K62
Bad Neuenahr-Ahrweiler;Mechernich;45;K62
Bad Neuenahr-Ahrweiler;Mülheim-Kärlich;39;NONE
Bad Neuenahr-Ahrweiler;Neuwied;37;K62
Bad Neuenahr-Ahrweiler;Niederkassel;42;K62
Bad Neuenahr-Ahrweiler;Remagen;14;NONE
Bad Neuenahr-Ahrweiler;Rheinbach;19;K62
Bad Neuenahr-Ahrweiler;Sankt Augustin;34;K62
Bad Neuenahr-Ahrweiler;Siegburg;43;K62
Bad Neuenahr-Ahrweiler;Sinzig;12;K62
Bad Neuenahr-Ahrweiler;Troisdorf;43;NONE
Bad Neuenahr-Ahrweiler;Wesseling;42;K62
Bad Neustadt;Kaltennordheim;41;NONE
Bad Neustadt;Meiningen;33;X09
Bad Neustadt;Römhild;33;X09
Bad Neustadt;Schweinfurt;39;X09
Bad Oeynhausen;Bad Salzuflen;15;F23
Bad Oeynhausen;Bielefeld;32;F23
Bad Oeynhausen;Bückeburg;24;F23
Bad Oeynhausen;Bünde;17;F23
Bad Oeynhausen;Detmold;38;NONE
Bad Oeynhausen;Herford;13;NONE
Bad Oeynhausen;Hessisch Oldendorf;38;NONE
Bad Oeynhausen;Lage;31;F23
Bad Oeynhausen;Lemgo;25;F23
Bad Oeynhausen;Löhne;9;F23
Bad Oeynhausen;Lübbecke;22;F23
Bad Oeynhausen;Melle;35;NONE
Bad Oeynhausen;Minden;18;F23
Bad Oeynhausen;Petershagen;29;NONE
Bad Oeynhausen;Porta Westfalica;13;F23
Bad Oeynhausen;Rinteln;23;NONE
Bad Oeynhausen;Stadthagen;38;F23
Bad Oldesloe;Bad Schwartau;30;A38
Bad Oldesloe;Bad Segeberg;14;A38
Bad Oldesloe;Bargteheide;16;A38
Bad Oldesloe;Barsbüttel;36;NONE
Bad Oldesloe;Boostedt;42;A38
Bad Oldesloe;Ellerau;37;A38
Bad Oldesloe;Glinde;39;A38
Bad Oldesloe;Großhansdorf;25;NONE
Bad Oldesloe;Henstedt-Ulzburg;29;A38
Bad Oldesloe;Kaltenkirchen;32;A38
Bad Oldesloe;Lübeck;27;A38
Bad Oldesloe;Mölln;37;A38
Bad Oldesloe;Norderstedt;31;A38
Bad Oldesloe;Oststeinbek;40;NONE
Bad Oldesloe;Quickborn;39;A38
Bad Oldesloe;Ratekau;36;A38
Bad Oldesloe;Ratzeburg;31;NONE
Bad Oldesloe;Reinbek;42;NONE
Bad Oldesloe;Reinfeld;8;A38
Bad Oldesloe;Scharbeutz;43;A38
Bad Oldesloe;Schwarzenbek;45;NONE
Bad Oldesloe;Stockelsdorf;27;NONE
Bad Oldesloe;Tangstedt;23;A38
Bad Oldesloe;Timmendorfer Strand;41;A38
Bad Oldesloe;Trappenkamp;34;NONE
Bad Oldesloe;Trittau;26;NONE
Bad Oldesloe;Wahlstedt;24;A38
Bad Orb;Bad Soden-Salmünster;9;X09
Bad Orb;Bruchköbel;39;NONE
Bad Orb;Büdingen;32;X09
Bad Orb;Erlensee;37;X09
Bad Orb;Gelnhausen;18;X09
Bad Orb;Hanau;39;X09
Bad Orb;Langenselbold;29;NONE
Bad Orb;Neuhof;37;NONE
Bad Orb;Nidda;42;X09
Bad Orb;Nidderau;48;X09
Bad Orb;Rodenbach;31;X09
Bad Orb;Schlüchtern;26;X09
Bad Orb;Seligenstadt;50;X09
Bad Orb;Steinau an der Straße;20;X09
Bad Orb;Wächtersbach;8;NONE
Bad Pyrmont;Bückeburg;47;NONE
Bad Pyrmont;Detmold;32;F23
Bad Pyrmont;Hameln;22;F23
Bad Pyrmont;Hessisch Oldendorf;30;NONE
Bad Pyrmont;Holzminden;34;F23
Bad Pyrmont;Höxter;33;NONE
Bad Pyrmont;Lage;40;NONE
Bad Pyrmont;Lemgo;30;F23
Bad Pyrmont;Porta Westfalica;50;F23
Bad Pyrmont;Rinteln;36;F23
Bad Pyrmont;Springe;41;F23
Bad Rappenau;Bietigheim-Bissingen;38;NONE
Bad Rappenau;Brackenheim;24;NONE
Bad Rappenau;Eppingen;22;NONE
Bad Rappenau;Freiberg am Neckar;48;NONE
Bad Rappenau;Heidelberg;46;NONE
Bad Rappenau;Heilbronn;17;X09
Bad Rappenau;Leimen;44;X09
Bad Rappenau;Mosbach;21;NONE
Bad Rappenau;Neckarsulm;15;X09
Bad Rappenau;Sandhausen;45;NONE
Bad Rappenau;Sinsheim;22;X09
Bad Rappenau;Walldorf;40;NONE
Bad Rappenau;Wiesloch;37;X09
Bad Rappenau;Öhringen;38;X09
Bad Saarow-Pieskow;Beeskow;25;F24
Bad Saarow-Pieskow;Bestensee;35;NONE
Bad Saarow-Pieskow;Eichwalde;45;F24
Bad Saarow-Pieskow;Erkner;39;F24
Bad Saarow-Pieskow;Frankfurt (Oder);41;NONE
Bad Saarow-Pieskow;Fürstenwalde;10;NONE
Bad Saarow-Pieskow;Grünheide;33;F24
Bad Saarow-Pieskow;Königs Wusterhausen;41;NONE
Bad Saarow-Pieskow;Müncheberg;30;NONE
Bad Saarow-Pieskow;Rehfelde;37;F24
Bad Saarow-Pieskow;Schulzendorf;47;NONE
Bad Saarow-Pieskow;Seelow;42;NONE
Bad Saarow-Pieskow;Strausberg;45;NONE
Bad Saarow-Pieskow;Wildau;39;NONE
Bad Saarow-Pieskow;Woltersdorf;42;F24
Bad Saarow-Pieskow;Zeuthen;46;NONE
Bad Salzdetfurth;Einbeck;42;NONE
Bad Salzdetfurth;Goslar;43;F24
Bad Salzdetfurth;Harsum;21;F24
Bad Salzdetfurth;Hemmingen;46;F24
Bad Salzdetfurth;Hildesheim;14;F24
Bad Salzdetfurth;Ilsede;30;F24
Bad Salzdetfurth;Laatzen;40;NONE
Bad Salzdetfurth;Lahstedt;31;F24
Bad Salzdetfurth;Langelsheim;34;NONE
Bad Salzdetfurth;Lehrte;47;F24
Bad Salzdetfurth;Lengede;31;F24
Bad Salzdetfurth;Nordstemmen;25;NONE
Bad Salzdetfurth;Pattensen;35;F24
Bad Salzdetfurth;Peine;39;NONE
Bad Salzdetfurth;Salzgitter;29;F24
Bad Salzdetfurth;Sarstedt;26;F24
Bad Salzdetfurth;Seesen;29;F24
Bad Salzdetfurth;Sehnde;36;F24
Bad Salzdetfurth;Vechelde;38;F24
Bad Salzuflen;Bielefeld;18;NONE
Bad Salzuflen;Bückeburg;36;F23
Bad Salzuflen;Bünde;20;NONE
Bad Salzuflen;Detmold;22;F23
Bad Salzuflen;Gütersloh;40;F23
Bad Salzuflen;Herford;8;NONE
Bad Salzuflen;Lage;13;NONE
Bad Salzuflen;Lemgo;15;F23
Bad Salzuflen;Löhne;17;NONE
Bad Salzuflen;Lübbecke;30;NONE
Bad Salzuflen;Melle;36;F23
Bad Salzuflen;Minden;32;F23
Bad Salzuflen;Porta Westfalica;25;NONE
Bad Salzuflen;Rinteln;35;F23
Bad Salzuflen;Schloß Holte-Stukenbrock;27;F23
Bad Salzuflen;Verl;34;F23
Bad Salzungen;Dermbach;16;X09
Bad Salzungen;Eisenach;26;NONE
Bad Salzungen;Friedrichroda;36;X09
Bad Salzungen;Gerstungen;28;X09
Bad Salzungen;Kaltennordheim;28;X09
Bad Salzungen;Kurort Steinbach-Hallenberg;36;X09
Bad Salzungen;Meiningen;39;NONE
Bad Salzungen;Ruhla;20;NONE
Bad Salzungen;Schmalkalden;25;X09
Bad Salzungen;Vacha;17;X09
Bad Salzungen;Waltershausen;34;NONE
Bad Salzungen;Wasungen;24;NONE
Bad Salzungen;Zella-Mehlis;48;X09
Bad Schwalbach;Bad Soden am Taunus;46;NONE
Bad Schwalbach;Bingen am Rhein;33;K62
Bad Schwalbach;Bischofsheim;30;NONE
Bad Schwalbach;Diez;34;K62
Bad Schwalbach;Eppstein;33;NONE
Bad Schwalbach;Flörsheim;33;K62
Bad Schwalbach;Geisenheim;26;K62
Bad Schwalbach;Ginsheim-Gustavsburg;31;K62
Bad Schwalbach;Hattersheim;35;NONE
Bad Schwalbach;Hochheim am Version3.Main;28;NONE
Bad Schwalbach;Hofheim;34;K62
Bad Schwalbach;Idstein;24;K62
Bad Schwalbach;Ingelheim;27;K62
Bad Schwalbach;Kelkheim (Taunus);38;NONE
Bad Schwalbach;Kelsterbach;41;K62
Bad Schwalbach;Kriftel;36;K62
Bad Schwalbach;Kronberg;43;NONE
Bad Schwalbach;Königstein im Taunus;40;NONE
Bad Schwalbach;Limburg;35;K62
Bad Schwalbach;Mainz;28;NONE
Bad Schwalbach;Nauheim;40;K62
Bad Schwalbach;Nieder-Olm;38;K62
Bad Schwalbach;Niedernhausen;24;K62
Bad Schwalbach;Oestrich-Winkel;23;K62
Bad Schwalbach;Raunheim;36;K62
